indic_se,l_serv,nace_r2,sex,sizeclas,unit,time\geo	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	ES 	FR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	NL 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	UK 	IS 	NO 	CH 	AL 	RS 
OPAY,Y15-19,B-F,F,TOTAL,EUR,2018	: 	4.47 	8.26 	: 	21.65 	8.58 	71.86 	17.79 	: 	: 	11.95 	6.84 	5.72 	: 	6.83 	: 	20.85 	: 	7.56 	: 	: 	10.31 	6.36 	: 	: 	20.07 	: 	41.03 	34.05 	: 	: 
OPAY,Y15-19,B-F,F,TOTAL,NAC,2018	: 	8.74 	211.82 	: 	21.65 	8.58 	71.86 	17.79 	: 	: 	11.95 	6.84 	5.72 	: 	2178.61 	: 	20.85 	: 	32.18 	: 	: 	10.31 	6.36 	: 	: 	17.74 	: 	393.8 	39.32 	: 	: 
OPAY,Y15-19,B-F,F,TOTAL,PPS,2018	: 	8.59 	11.25 	: 	20.27 	10.34 	54.19 	18.6 	: 	: 	13.24 	8.95 	8.44 	: 	10.6 	: 	18.07 	: 	12.68 	: 	: 	11.82 	8 	: 	: 	16.69 	: 	27.17 	21.84 	: 	: 
OPAY,Y15-19,B-F,M,GE10,EUR,2018	30.73 	6.33 	10.3 	48.15 	27.99 	11.92 	36.84 	19.34 	21.55 	16.77 	13.56 	9.04 	8.92 	26.87 	9.5 	13.19 	26.16 	35.23 	9.74 	11.23 	7.41 	11.34 	8.4 	35.51 	28.81 	23.36 	38.19 	48.65 	40.95 	2.43 	4.09 
OPAY,Y15-19,B-F,M,GE10,NAC,2018	30.73 	12.39 	264.16 	358.88 	27.99 	11.92 	36.84 	19.34 	21.55 	16.77 	13.56 	9.04 	8.92 	26.87 	3030.56 	13.19 	26.16 	35.23 	41.51 	11.23 	34.48 	11.34 	8.4 	35.51 	295.57 	20.67 	4883.64 	466.95 	47.3 	310.73 	483.14 
OPAY,Y15-19,B-F,M,GE10,PPS,2018	26.77 	12.19 	14.03 	34.02 	26.2 	14.37 	27.77 	20.22 	18.97 	16.2 	15.09 	11.82 	13.17 	20.74 	14.74 	15.49 	22.65 	31.46 	16.36 	12.61 	13.7 	13 	10.54 	28.19 	23.31 	19.45 	23.52 	32.21 	26.26 	4.5 	7.33 
OPAY,Y15-19,B-F,M,TOTAL,EUR,2018	: 	6.33 	10.18 	: 	27.61 	11.93 	36.84 	19.36 	: 	: 	13.56 	9.03 	8.92 	: 	9.5 	: 	26.17 	: 	9.73 	: 	: 	11.36 	8.36 	: 	: 	23.26 	: 	48.53 	40.94 	: 	: 
OPAY,Y15-19,B-F,M,TOTAL,NAC,2018	: 	12.39 	260.97 	: 	27.61 	11.93 	36.84 	19.36 	: 	: 	13.56 	9.03 	8.92 	: 	3030.68 	: 	26.17 	: 	41.46 	: 	: 	11.36 	8.36 	: 	: 	20.58 	: 	465.81 	47.29 	: 	: 
OPAY,Y15-19,B-F,M,TOTAL,PPS,2018	: 	12.19 	13.86 	: 	25.84 	14.38 	27.77 	20.24 	: 	: 	15.09 	11.8 	13.17 	: 	14.75 	: 	22.65 	: 	16.34 	: 	: 	13.03 	10.49 	: 	: 	19.37 	: 	32.14 	26.26 	: 	: 
OPAY,Y15-19,B-F,T,GE10,EUR,2018	32.53 	5.76 	9.73 	46.74 	27.31 	10.68 	45.38 	19.1 	20.86 	16.24 	13.12 	8.26 	7.56 	26.75 	8.67 	12.6 	25.82 	34.33 	9.3 	10.71 	6.69 	11.13 	7.87 	35.03 	28.08 	23.04 	37.47 	47.63 	39.72 	1.97 	3.9 
OPAY,Y15-19,B-F,T,GE10,NAC,2018	32.53 	11.27 	249.44 	348.38 	27.31 	10.68 	45.38 	19.1 	20.86 	16.24 	13.12 	8.26 	7.56 	26.75 	2765.37 	12.6 	25.82 	34.33 	39.61 	10.71 	31.13 	11.13 	7.87 	35.03 	288.16 	20.38 	4792.05 	457.18 	45.88 	252.08 	461.13 
OPAY,Y15-19,B-F,T,GE10,PPS,2018	28.33 	11.09 	13.24 	33.02 	25.57 	12.87 	34.21 	19.97 	18.36 	15.69 	14.57 	10.79 	11.15 	20.64 	13.46 	14.79 	22.36 	30.66 	15.61 	12.02 	12.36 	12.77 	9.88 	27.82 	22.72 	19.18 	23.08 	31.54 	25.47 	3.65 	7 
OPAY,Y15-19,B-F,T,TOTAL,EUR,2018	: 	5.76 	9.64 	: 	26.98 	10.69 	45.38 	19.12 	: 	: 	13.12 	8.25 	7.56 	: 	8.67 	: 	25.84 	: 	9.29 	: 	: 	11.15 	7.84 	: 	: 	22.95 	: 	47.55 	39.71 	: 	: 
OPAY,Y15-19,B-F,T,TOTAL,NAC,2018	: 	11.26 	247.1 	: 	26.98 	10.69 	45.38 	19.12 	: 	: 	13.12 	8.25 	7.56 	: 	2765.96 	: 	25.84 	: 	39.58 	: 	: 	11.15 	7.84 	: 	: 	20.31 	: 	456.34 	45.87 	: 	: 
OPAY,Y15-19,B-F,T,TOTAL,PPS,2018	: 	11.08 	13.12 	: 	25.25 	12.88 	34.21 	19.98 	: 	: 	14.57 	10.78 	11.15 	: 	13.46 	: 	22.37 	: 	15.6 	: 	: 	12.79 	9.85 	: 	: 	19.11 	: 	31.48 	25.47 	: 	: 
OPAY,Y15-19,B-N,F,GE10,EUR,2018	26.37 	4.93 	8.26 	43.48 	19.16 	8.63 	62.96 	13.87 	17.65 	14.14 	13.99 	7.82 	6.33 	31.68 	8.18 	16.22 	19.83 	24.11 	8.14 	9.28 	5.91 	9.66 	6.08 	29.23 	24.32 	16.16 	40.48 	39.11 	36.98 	1.6 	3.62 
OPAY,Y15-19,B-N,F,GE10,NAC,2018	26.37 	9.65 	211.94 	324.08 	19.16 	8.63 	62.96 	13.87 	17.65 	14.14 	13.99 	7.82 	6.33 	31.68 	2606.14 	16.22 	19.83 	24.11 	34.68 	9.28 	27.47 	9.66 	6.08 	29.23 	249.47 	14.29 	5177.12 	375.4 	42.72 	203.83 	429.43 
OPAY,Y15-19,B-N,F,GE10,PPS,2018	22.98 	9.49 	11.25 	30.72 	17.94 	10.4 	47.47 	14.48 	15.54 	13.68 	15.53 	10.22 	9.35 	24.46 	12.68 	19.07 	17.17 	21.54 	13.66 	10.4 	10.91 	11.08 	7.63 	23.2 	19.68 	13.45 	24.93 	25.9 	23.72 	2.95 	6.53 
OPAY,Y15-19,B-N,F,TOTAL,EUR,2018	: 	4.98 	8.16 	: 	19.09 	8.63 	62.96 	14.03 	: 	: 	13.51 	7.67 	6.33 	: 	8.21 	: 	19.56 	: 	8.11 	: 	: 	9.66 	6.05 	: 	: 	16.04 	: 	39.11 	37.15 	: 	: 
OPAY,Y15-19,B-N,F,TOTAL,NAC,2018	: 	9.74 	209.37 	: 	19.09 	8.63 	62.96 	14.03 	: 	: 	13.51 	7.67 	6.33 	: 	2616.81 	: 	19.56 	: 	34.54 	: 	: 	9.66 	6.05 	: 	: 	14.19 	: 	375.35 	42.92 	: 	: 
OPAY,Y15-19,B-N,F,TOTAL,PPS,2018	: 	9.57 	11.12 	: 	17.88 	10.4 	47.47 	14.66 	: 	: 	15 	10.03 	9.35 	: 	12.73 	: 	16.93 	: 	13.61 	: 	: 	11.08 	7.6 	: 	: 	13.36 	: 	25.89 	23.83 	: 	: 
OPAY,Y15-19,B-N,M,GE10,EUR,2018	26.9 	6.13 	10.39 	49.88 	26.5 	12.05 	33.1 	16.63 	22.16 	16.63 	15.87 	9.48 	9.9 	29.98 	9.98 	16.54 	24.18 	34.46 	9.61 	11.53 	7.43 	11.83 	8.33 	34.41 	28.97 	22.55 	40.48 	47.82 	42.95 	2.44 	3.94 
OPAY,Y15-19,B-N,M,GE10,NAC,2018	26.9 	11.99 	266.34 	371.77 	26.5 	12.05 	33.1 	16.63 	22.16 	16.63 	15.87 	9.48 	9.9 	29.98 	3181.83 	16.54 	24.18 	34.46 	40.94 	11.53 	34.59 	11.83 	8.33 	34.41 	297.24 	19.95 	5176.73 	458.93 	49.62 	312.16 	465.42 
OPAY,Y15-19,B-N,M,GE10,PPS,2018	23.41 	11.8 	14.14 	35.24 	24.81 	14.52 	24.94 	17.38 	19.5 	16.06 	17.65 	12.38 	14.6 	23.14 	15.48 	19.42 	20.94 	30.77 	16.13 	12.94 	13.74 	13.57 	10.46 	27.32 	23.44 	18.78 	24.94 	31.66 	27.55 	4.52 	7.07 
OPAY,Y15-19,B-N,M,TOTAL,EUR,2018	: 	6.12 	10.25 	: 	26.07 	12.2 	33.1 	16.62 	: 	: 	15.65 	9.47 	9.9 	: 	10.01 	: 	24.17 	: 	9.59 	: 	: 	11.84 	8.27 	: 	: 	22.41 	: 	47.75 	42.98 	: 	: 
OPAY,Y15-19,B-N,M,TOTAL,NAC,2018	: 	11.96 	262.8 	: 	26.07 	12.2 	33.1 	16.62 	: 	: 	15.65 	9.47 	9.9 	: 	3191.99 	: 	24.17 	: 	40.86 	: 	: 	11.84 	8.27 	: 	: 	19.83 	: 	458.26 	49.65 	: 	: 
OPAY,Y15-19,B-N,M,TOTAL,PPS,2018	: 	11.77 	13.96 	: 	24.41 	14.7 	24.94 	17.38 	: 	: 	17.4 	12.37 	14.6 	: 	15.53 	: 	20.93 	: 	16.1 	: 	: 	13.59 	10.39 	: 	: 	18.66 	: 	31.61 	27.56 	: 	: 
OPAY,Y15-19,B-N,T,GE10,EUR,2018	26.72 	5.75 	9.73 	48.44 	24.92 	10.84 	41 	15.99 	20.84 	15.88 	15.34 	8.95 	8.01 	30.14 	9.43 	16.46 	23.69 	32.17 	9.26 	10.78 	6.8 	11.24 	7.63 	33.4 	27.94 	20.87 	40.48 	45.64 	41.39 	1.99 	3.86 
OPAY,Y15-19,B-N,T,GE10,NAC,2018	26.72 	11.25 	249.52 	361.06 	24.92 	10.84 	41 	15.99 	20.84 	15.88 	15.34 	8.95 	8.01 	30.14 	3005.66 	16.46 	23.69 	32.17 	39.47 	10.78 	31.66 	11.24 	7.63 	33.4 	286.68 	18.46 	5176.86 	438.02 	47.82 	253.99 	456.78 
OPAY,Y15-19,B-N,T,GE10,PPS,2018	23.26 	11.07 	13.25 	34.22 	23.33 	13.06 	30.9 	16.71 	18.34 	15.34 	17.06 	11.69 	11.82 	23.27 	14.62 	19.33 	20.51 	28.72 	15.55 	12.09 	12.57 	12.89 	9.58 	26.51 	22.61 	17.37 	24.93 	30.22 	26.55 	3.68 	6.94 
OPAY,Y15-19,B-N,T,TOTAL,EUR,2018	: 	5.75 	9.6 	: 	24.58 	10.96 	41 	16.02 	: 	: 	15.03 	8.87 	8.01 	: 	9.46 	: 	23.64 	: 	9.24 	: 	: 	11.26 	7.58 	: 	: 	20.73 	: 	45.59 	41.42 	: 	: 
OPAY,Y15-19,B-N,T,TOTAL,NAC,2018	: 	11.25 	246.29 	: 	24.58 	10.96 	41 	16.02 	: 	: 	15.03 	8.87 	8.01 	: 	3015.7 	: 	23.64 	: 	39.36 	: 	: 	11.26 	7.58 	: 	: 	18.33 	: 	437.53 	47.85 	: 	: 
OPAY,Y15-19,B-N,T,TOTAL,PPS,2018	: 	11.07 	13.08 	: 	23.01 	13.2 	30.9 	16.75 	: 	: 	16.7 	11.59 	11.82 	: 	14.67 	: 	20.47 	: 	15.51 	: 	: 	12.91 	9.52 	: 	: 	17.26 	: 	30.18 	26.57 	: 	: 
OPAY,Y15-19,B-S,F,GE10,EUR,2018	: 	4.88 	8.93 	41.13 	20.2 	9.78 	63.81 	15.43 	24.4 	14.89 	14.67 	8.19 	6.72 	36.61 	7.83 	15.46 	23.23 	: 	9.72 	: 	8.48 	12.85 	7.65 	42.54 	34.55 	22.81 	41.66 	42.42 	39.85 	: 	3.79 
OPAY,Y15-19,B-S,F,GE10,NAC,2018	: 	9.55 	228.88 	306.52 	20.2 	9.78 	63.81 	15.43 	24.4 	14.89 	14.67 	8.19 	6.72 	36.61 	2494.51 	15.46 	23.23 	: 	41.41 	: 	39.44 	12.85 	7.65 	42.54 	354.42 	20.18 	5327.3 	407.18 	46.04 	: 	447.4 
OPAY,Y15-19,B-S,F,GE10,PPS,2018	: 	9.38 	12.15 	29.05 	18.91 	11.78 	48.11 	16.12 	21.47 	14.4 	16.3 	10.7 	9.92 	28.26 	12.14 	18.17 	20.12 	: 	16.32 	: 	15.67 	14.74 	9.61 	33.77 	27.96 	18.99 	25.66 	28.09 	25.56 	: 	6.8 
OPAY,Y15-19,B-S,F,TOTAL,EUR,2018	: 	4.9 	8.85 	: 	20.06 	9.78 	65.62 	15.56 	: 	: 	14.09 	8.08 	6.64 	: 	7.85 	: 	23.18 	: 	9.7 	: 	: 	12.69 	7.63 	: 	: 	22.51 	: 	42.38 	39.69 	: 	: 
OPAY,Y15-19,B-S,F,TOTAL,NAC,2018	: 	9.59 	226.88 	: 	20.06 	9.78 	65.62 	15.56 	: 	: 	14.09 	8.08 	6.64 	: 	2500.96 	: 	23.18 	: 	41.34 	: 	: 	12.69 	7.63 	: 	: 	19.91 	: 	406.76 	45.85 	: 	: 
OPAY,Y15-19,B-S,F,TOTAL,PPS,2018	: 	9.43 	12.05 	: 	18.78 	11.78 	49.47 	16.25 	: 	: 	15.66 	10.56 	9.79 	: 	12.17 	: 	20.07 	: 	16.29 	: 	: 	14.55 	9.58 	: 	: 	18.74 	: 	28.06 	25.46 	: 	: 
OPAY,Y15-19,B-S,M,GE10,EUR,2018	: 	5.96 	9.47 	49.72 	26.96 	12.51 	34.77 	17.45 	23.43 	16.46 	15.68 	8.83 	9.38 	29.98 	9.36 	15.03 	24.49 	: 	9.84 	: 	8.46 	12.99 	8.48 	35.41 	31.56 	24.67 	45.39 	49.33 	43.37 	: 	4.07 
OPAY,Y15-19,B-S,M,GE10,NAC,2018	: 	11.65 	242.88 	370.57 	26.96 	12.51 	34.77 	17.45 	23.43 	16.46 	15.68 	8.83 	9.38 	29.98 	2985.65 	15.03 	24.49 	: 	41.94 	: 	39.35 	12.99 	8.48 	35.41 	323.8 	21.83 	5805.37 	473.45 	50.1 	: 	481.36 
OPAY,Y15-19,B-S,M,GE10,PPS,2018	: 	11.46 	12.9 	35.13 	25.24 	15.07 	26.2 	18.25 	20.62 	15.9 	17.41 	11.53 	13.82 	23.14 	14.52 	17.64 	21.2 	: 	16.53 	: 	15.63 	14.9 	10.64 	28.11 	25.54 	20.54 	27.96 	32.66 	27.81 	: 	7.31 
OPAY,Y15-19,B-S,M,TOTAL,EUR,2018	: 	5.95 	9.39 	: 	26.53 	12.63 	34.77 	17.52 	: 	: 	15.53 	8.82 	9.38 	: 	9.39 	: 	24.47 	: 	9.83 	: 	: 	12.99 	8.43 	: 	: 	24.53 	: 	49.25 	43.39 	: 	: 
OPAY,Y15-19,B-S,M,TOTAL,NAC,2018	: 	11.63 	240.67 	: 	26.53 	12.63 	34.77 	17.52 	: 	: 	15.53 	8.82 	9.38 	: 	2994.36 	: 	24.47 	: 	41.88 	: 	: 	12.99 	8.43 	: 	: 	21.7 	: 	472.73 	50.13 	: 	: 
OPAY,Y15-19,B-S,M,TOTAL,PPS,2018	: 	11.44 	12.78 	: 	24.83 	15.22 	26.2 	18.32 	: 	: 	17.25 	11.53 	13.82 	: 	14.57 	: 	21.19 	: 	16.5 	: 	: 	14.9 	10.58 	: 	: 	20.43 	: 	32.61 	27.83 	: 	: 
OPAY,Y15-19,B-S,T,GE10,EUR,2018	: 	5.52 	9.28 	45.85 	25.11 	11.19 	42.47 	16.96 	23.79 	15.95 	15.39 	8.59 	8.22 	30.76 	8.83 	15.15 	24.28 	: 	9.78 	: 	8.47 	12.94 	8.11 	37.96 	32.83 	23.96 	42.79 	46.46 	42.17 	: 	3.95 
OPAY,Y15-19,B-S,T,GE10,NAC,2018	: 	10.8 	237.93 	341.76 	25.11 	11.19 	42.47 	16.96 	23.79 	15.95 	15.39 	8.59 	8.22 	30.76 	2815.04 	15.15 	24.28 	: 	41.67 	: 	39.4 	12.94 	8.11 	37.96 	336.82 	21.2 	5471.92 	445.92 	48.71 	: 	467.3 
OPAY,Y15-19,B-S,T,GE10,PPS,2018	: 	10.62 	12.63 	32.39 	23.51 	13.48 	32 	17.73 	20.93 	15.41 	17.1 	11.23 	12.12 	23.75 	13.7 	17.79 	21.03 	: 	16.42 	: 	15.65 	14.85 	10.18 	30.13 	26.57 	19.95 	26.36 	30.76 	27.04 	: 	7.1 
OPAY,Y15-19,B-S,T,TOTAL,EUR,2018	: 	5.52 	9.2 	: 	24.77 	11.27 	45.18 	17.04 	: 	: 	15.1 	8.54 	8.15 	: 	8.85 	: 	24.25 	: 	9.76 	: 	: 	12.89 	8.07 	: 	: 	23.75 	: 	46.41 	42.08 	: 	: 
OPAY,Y15-19,B-S,T,TOTAL,NAC,2018	: 	10.8 	235.8 	: 	24.77 	11.27 	45.18 	17.04 	: 	: 	15.1 	8.54 	8.15 	: 	2822.87 	: 	24.25 	: 	41.6 	: 	: 	12.89 	8.07 	: 	: 	21.01 	: 	445.43 	48.61 	: 	: 
OPAY,Y15-19,B-S,T,TOTAL,PPS,2018	: 	10.62 	12.52 	: 	23.19 	13.57 	34.05 	17.81 	: 	: 	16.77 	11.16 	12.02 	: 	13.73 	: 	21 	: 	16.39 	: 	: 	14.78 	10.13 	: 	: 	19.77 	: 	30.73 	26.99 	: 	: 
OPAY,Y15-19,B-S_X_O,F,GE10,EUR,2018	24.82 	4.62 	9.13 	41.08 	20.2 	9.72 	63.81 	14.94 	21.45 	14.87 	14.29 	7.79 	6.33 	36.61 	7.86 	15.49 	22.62 	25.49 	9.76 	12.28 	8.48 	12.57 	7.6 	43.06 	34.34 	22.82 	41.45 	42.03 	39.85 	2.21 	3.76 
OPAY,Y15-19,B-S_X_O,F,GE10,NAC,2018	24.82 	9.05 	234.22 	306.19 	20.2 	9.72 	63.81 	14.94 	21.45 	14.87 	14.29 	7.79 	6.33 	36.61 	2504.49 	15.49 	22.62 	25.49 	41.57 	12.28 	39.44 	12.57 	7.6 	43.06 	352.26 	20.19 	5301.55 	403.35 	46.04 	281.26 	444.91 
OPAY,Y15-19,B-S_X_O,F,GE10,PPS,2018	21.63 	8.9 	12.44 	29.02 	18.91 	11.71 	48.11 	15.61 	18.88 	14.38 	15.88 	10.18 	9.35 	28.26 	12.19 	18.21 	19.59 	22.77 	16.38 	13.77 	15.67 	14.42 	9.54 	34.18 	27.79 	19 	25.53 	27.82 	25.56 	4.07 	6.76 
OPAY,Y15-19,B-S_X_O,F,TOTAL,EUR,2018	: 	4.66 	9.04 	: 	20.06 	9.72 	65.62 	15.08 	: 	: 	13.65 	7.69 	6.27 	: 	7.88 	: 	22.6 	: 	9.74 	: 	: 	12.41 	7.58 	: 	: 	22.48 	: 	41.98 	39.69 	: 	: 
OPAY,Y15-19,B-S_X_O,F,TOTAL,NAC,2018	: 	9.11 	231.92 	: 	20.06 	9.72 	65.62 	15.08 	: 	: 	13.65 	7.69 	6.27 	: 	2511.67 	: 	22.6 	: 	41.5 	: 	: 	12.41 	7.58 	: 	: 	19.89 	: 	402.93 	45.85 	: 	: 
OPAY,Y15-19,B-S_X_O,F,TOTAL,PPS,2018	: 	8.95 	12.31 	: 	18.78 	11.71 	49.47 	15.75 	: 	: 	15.18 	10.04 	9.24 	: 	12.22 	: 	19.57 	: 	16.35 	: 	: 	14.23 	9.51 	: 	: 	18.72 	: 	27.8 	25.46 	: 	: 
OPAY,Y15-19,B-S_X_O,M,GE10,EUR,2018	26.67 	6.05 	10.62 	50.21 	26.96 	12.43 	34.77 	16.69 	23.25 	16.84 	16.12 	9.48 	9.92 	29.98 	9.8 	15.39 	24.42 	34.66 	9.86 	12.29 	8.46 	12.51 	8.47 	35.47 	30.84 	24.2 	44.66 	49.32 	43.37 	2.71 	4.16 
OPAY,Y15-19,B-S_X_O,M,GE10,NAC,2018	26.67 	11.82 	272.41 	374.26 	26.96 	12.43 	34.77 	16.69 	23.25 	16.84 	16.12 	9.48 	9.92 	29.98 	3125.4 	15.39 	24.42 	34.66 	42.02 	12.29 	39.38 	12.51 	8.47 	35.47 	316.34 	21.41 	5711.1 	473.41 	50.1 	346.51 	492.24 
OPAY,Y15-19,B-S_X_O,M,GE10,PPS,2018	23.22 	11.63 	14.47 	35.47 	25.24 	14.98 	26.2 	17.44 	20.46 	16.27 	17.93 	12.39 	14.63 	23.14 	15.2 	18.07 	21.15 	30.95 	16.56 	13.8 	15.64 	14.35 	10.64 	28.16 	24.95 	20.15 	27.51 	32.66 	27.81 	5.02 	7.47 
OPAY,Y15-19,B-S_X_O,M,TOTAL,EUR,2018	: 	6.03 	10.49 	: 	26.53 	12.56 	34.77 	16.77 	: 	: 	15.9 	9.47 	9.92 	: 	9.83 	: 	24.4 	: 	9.84 	: 	: 	12.51 	8.42 	: 	: 	24.05 	: 	49.23 	43.39 	: 	: 
OPAY,Y15-19,B-S_X_O,M,TOTAL,NAC,2018	: 	11.8 	268.88 	: 	26.53 	12.56 	34.77 	16.77 	: 	: 	15.9 	9.47 	9.92 	: 	3134.82 	: 	24.4 	: 	41.96 	: 	: 	12.51 	8.42 	: 	: 	21.28 	: 	472.55 	50.12 	: 	: 
OPAY,Y15-19,B-S_X_O,M,TOTAL,PPS,2018	: 	11.61 	14.28 	: 	24.83 	15.14 	26.2 	17.53 	: 	: 	17.68 	12.37 	14.63 	: 	15.25 	: 	21.13 	: 	16.53 	: 	: 	14.35 	10.57 	: 	: 	20.03 	: 	32.6 	27.82 	: 	: 
OPAY,Y15-19,B-S_X_O,T,GE10,EUR,2018	25.98 	5.48 	10.07 	46.02 	25.11 	11.1 	42.47 	16.25 	22.57 	16.17 	15.49 	8.79 	8 	30.76 	9.07 	15.42 	24.14 	32.38 	9.81 	12.29 	8.47 	12.53 	8.09 	38.23 	32.35 	23.66 	42.38 	46.11 	42.17 	2.44 	4 
OPAY,Y15-19,B-S_X_O,T,GE10,NAC,2018	25.98 	10.71 	258.21 	343.03 	25.11 	11.1 	42.47 	16.25 	22.57 	16.17 	15.49 	8.79 	8 	30.76 	2892.35 	15.42 	24.14 	32.38 	41.79 	12.29 	39.41 	12.53 	8.09 	38.23 	331.82 	20.93 	5419.82 	442.53 	48.71 	311.38 	473.54 
OPAY,Y15-19,B-S_X_O,T,GE10,PPS,2018	22.63 	10.53 	13.71 	32.51 	23.51 	13.38 	32 	16.98 	19.86 	15.62 	17.23 	11.48 	11.81 	23.75 	14.07 	18.11 	20.91 	28.91 	16.47 	13.79 	15.65 	14.37 	10.16 	30.34 	26.17 	19.7 	26.1 	30.53 	27.04 	4.51 	7.19 
OPAY,Y15-19,B-S_X_O,T,TOTAL,EUR,2018	: 	5.48 	9.95 	: 	24.77 	11.19 	45.18 	16.34 	: 	: 	15.08 	8.73 	7.93 	: 	9.1 	: 	24.12 	: 	9.79 	: 	: 	12.47 	8.05 	: 	: 	23.44 	: 	46.05 	42.08 	: 	: 
OPAY,Y15-19,B-S_X_O,T,TOTAL,NAC,2018	: 	10.71 	255.2 	: 	24.77 	11.19 	45.18 	16.34 	: 	: 	15.08 	8.73 	7.93 	: 	2900.97 	: 	24.12 	: 	41.72 	: 	: 	12.47 	8.05 	: 	: 	20.74 	: 	442.01 	48.61 	: 	: 
OPAY,Y15-19,B-S_X_O,T,TOTAL,PPS,2018	: 	10.54 	13.55 	: 	23.19 	13.48 	34.05 	17.08 	: 	: 	16.77 	11.4 	11.68 	: 	14.11 	: 	20.88 	: 	16.44 	: 	: 	14.3 	10.11 	: 	: 	19.51 	: 	30.49 	26.99 	: 	: 
OPAY,Y15-19,C,F,GE10,EUR,2018	35.91 	4.01 	8.32 	40.32 	21.51 	8.56 	72.45 	17.69 	16.92 	14.11 	11.95 	6.8 	5.67 	19.97 	6.76 	10.38 	20.85 	25.95 	7.51 	8.98 	5.61 	9.78 	6.36 	31.53 	24.63 	19.7 	31.93 	37.08 	33.38 	1.6 	2.9 
OPAY,Y15-19,C,F,GE10,NAC,2018	35.91 	7.84 	213.39 	300.51 	21.51 	8.56 	72.45 	17.69 	16.92 	14.11 	11.95 	6.8 	5.67 	19.97 	2154.87 	10.38 	20.85 	25.95 	32 	8.98 	26.12 	9.78 	6.36 	31.53 	252.76 	17.42 	4083.54 	355.9 	38.55 	203.83 	343.89 
OPAY,Y15-19,C,F,GE10,PPS,2018	31.27 	7.7 	11.33 	28.48 	20.14 	10.31 	54.63 	18.5 	14.89 	13.67 	13.24 	8.89 	8.36 	15.46 	10.49 	12.18 	18.07 	23.17 	12.61 	10.08 	10.37 	11.22 	7.99 	25.04 	19.93 	16.39 	19.67 	24.56 	21.41 	2.95 	5.23 
OPAY,Y15-19,C,F,TOTAL,EUR,2018	: 	4.01 	8.28 	: 	21.42 	8.56 	72.45 	17.69 	: 	: 	11.95 	6.8 	5.67 	: 	6.76 	: 	20.85 	: 	7.51 	: 	: 	9.78 	6.36 	: 	: 	19.7 	: 	37.19 	33.4 	: 	: 
OPAY,Y15-19,C,F,TOTAL,NAC,2018	: 	7.84 	212.28 	: 	21.42 	8.56 	72.45 	17.69 	: 	: 	11.95 	6.8 	5.67 	: 	2154.87 	: 	20.85 	: 	31.98 	: 	: 	9.78 	6.36 	: 	: 	17.42 	: 	356.96 	38.58 	: 	: 
OPAY,Y15-19,C,F,TOTAL,PPS,2018	: 	7.7 	11.27 	: 	20.06 	10.31 	54.63 	18.5 	: 	: 	13.24 	8.89 	8.36 	: 	10.49 	: 	18.07 	: 	12.6 	: 	: 	11.22 	7.99 	: 	: 	16.39 	: 	24.63 	21.42 	: 	: 
OPAY,Y15-19,C,M,GE10,EUR,2018	30.72 	5.71 	10.49 	47.26 	29.09 	12 	38.24 	19.55 	21.09 	16.72 	14.21 	8.71 	8.32 	27.42 	9.24 	13.3 	26.57 	35.57 	9.68 	11.86 	6.94 	11.55 	8.81 	35.93 	27.86 	22.07 	35.39 	43.75 	40.55 	2.08 	3.85 
OPAY,Y15-19,C,M,GE10,NAC,2018	30.72 	11.18 	268.93 	352.24 	29.09 	12 	38.24 	19.55 	21.09 	16.72 	14.21 	8.71 	8.32 	27.42 	2947.7 	13.3 	26.57 	35.57 	41.24 	11.86 	32.33 	11.55 	8.81 	35.93 	285.85 	19.52 	4525.7 	419.87 	46.84 	265.9 	455.35 
OPAY,Y15-19,C,M,GE10,PPS,2018	26.75 	10.99 	14.28 	33.39 	27.23 	14.47 	28.82 	20.44 	18.56 	16.15 	15.81 	11.39 	12.3 	21.18 	14.34 	15.62 	23 	31.77 	16.25 	13.31 	12.84 	13.25 	11.06 	28.53 	22.54 	18.37 	21.8 	28.97 	26 	3.86 	6.92 
OPAY,Y15-19,C,M,TOTAL,EUR,2018	: 	5.71 	10.4 	: 	28.84 	12 	38.24 	19.58 	: 	: 	14.21 	8.71 	8.32 	: 	9.25 	: 	26.54 	: 	9.66 	: 	: 	11.58 	8.81 	: 	: 	22.06 	: 	43.8 	40.53 	: 	: 
OPAY,Y15-19,C,M,TOTAL,NAC,2018	: 	11.18 	266.63 	: 	28.84 	12 	38.24 	19.58 	: 	: 	14.21 	8.71 	8.32 	: 	2948.21 	: 	26.54 	: 	41.19 	: 	: 	11.58 	8.81 	: 	: 	19.51 	: 	420.34 	46.82 	: 	: 
OPAY,Y15-19,C,M,TOTAL,PPS,2018	: 	10.99 	14.16 	: 	27 	14.47 	28.82 	20.47 	: 	: 	15.81 	11.39 	12.3 	: 	14.34 	: 	22.97 	: 	16.23 	: 	: 	13.28 	11.06 	: 	: 	18.36 	: 	29 	25.99 	: 	: 
